input_text,output_text,label_space,label_verbalizer,verbalized_label,binary_preds
"Determine which option can be inferred from the given Sentence.  Sentence: hahahahahahaha , i love the logic of the falsers here.popular mechanics is such a fairy tale its a joke.The editor of that fairy tale piece was [Benjamin Chertoff] , cousin of Bush 's homeland security chief [Michael Chertoff.thats] like asking the fox to guard the henhouse . Options: A. [Benjamin Chertoff] has the alternate name [Michael Chertoff.thats] B. [Benjamin Chertoff] is the spouse of [Michael Chertoff.thats] C. [Benjamin Chertoff] has the parent [Michael Chertoff.thats] D. [Benjamin Chertoff] is the parent of [Michael Chertoff.thats] E. [Benjamin Chertoff] is the siblings of [Michael Chertoff.thats] F. [Benjamin Chertoff] is the other family member of [Michael Chertoff.thats] G. [Benjamin Chertoff] has no known relations to [Michael Chertoff.thats]  Which option can be inferred from the given Sentence? Option:",F,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",per:other_family,
"Determine which option can be inferred from the given Sentence.  Sentence: Hi , [Qatalys , Inc] founded in 1995 and headquartered in Dallas , [Texas] with multiple offshore facilities in India . Options: A. [Qatalys , Inc] is the member of [Texas] B. [Qatalys , Inc] has a headquarter in the state or province [Texas] C. [Qatalys , Inc] has no known relations to [Texas]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'org:member_of', 'B': 'org:stateorprovince_of_headquarters', 'C': 'no_relation'}",org:stateorprovince_of_headquarters,
"Determine which option can be inferred from the given Sentence.  Sentence: Dworin , in [her] 60s , always remained active as a [Jew] , but recalls the long years when the community 's numbers dwindled . Options: A. [her] has the religion [Jew] B. [her] has no known relations to [Jew]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:religion', 'B': 'no_relation'}",per:religion,
"Determine which option can be inferred from the given Sentence.  Sentence: The U.S. government says Gross was in Cuba as part of a USAID program to distribute communications equipment to the island 's 1,500-strong Jewish community , and both the State Department and Gross 's wife , [Judy] , made fresh appeals this week for [his] release . Options: A. [his] has the alternate name [Judy] B. [his] is the spouse of [Judy] C. [his] has the parent [Judy] D. [his] is the parent of [Judy] E. [his] is the siblings of [Judy] F. [his] is the other family member of [Judy] G. [his] has no known relations to [Judy]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",per:spouse,
"Determine which option can be inferred from the given Sentence.  Sentence: After the staffing firm [Hollister Inc.] lost 20 of its 85 employees , it gave up nearly a third of its 3,750-square-foot [Burlington] office , allowing the property owner to put up a dividing wall to create a space for another tenant . Options: A. [Hollister Inc.] has a headquarter in the city [Burlington] B. [Hollister Inc.] has no known relations to [Burlington]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'org:city_of_headquarters', 'B': 'no_relation'}",org:city_of_headquarters,
"Determine which option can be inferred from the given Sentence.  Sentence: One of the crew , [Chen Tao] , from Chinese mainland 's Liaoning Province , was killed by the pirates during his captivity in [June] , the owner of the ship confirmed to Xinhua on Wednesday . Options: A. [Chen Tao] has birthday on [June] B. [Chen Tao] died in the date [June] C. [Chen Tao] has no known relations to [June]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:date_of_birth', 'B': 'per:date_of_death', 'C': 'no_relation'}",per:date_of_death,
"Determine which option can be inferred from the given Sentence.  Sentence: The Securities and Exchange Commission scheduled a news conference Thursday in Washington , DC , to discuss the allegations against Mozilo , who founded [Countrywide] in [1969] and was its chief executive until Bank of America purchased it last year as its financial condition deteriorated . Options: A. [Countrywide] was founded in [1969] B. [Countrywide] dissolved in [1969] C. [Countrywide] has no known relations to [1969]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C']","{'A': 'org:founded', 'B': 'org:dissolved', 'C': 'no_relation'}",org:founded,
"Determine which option can be inferred from the given Sentence.  Sentence: For [Heloise] I think of [Marion Cotillard] , who was so convincing as Edith Piaf . Options: A. [Heloise] has the alternate name [Marion Cotillard] B. [Heloise] is the spouse of [Marion Cotillard] C. [Heloise] has the parent [Marion Cotillard] D. [Heloise] is the parent of [Marion Cotillard] E. [Heloise] is the siblings of [Marion Cotillard] F. [Heloise] is the other family member of [Marion Cotillard] G. [Heloise] has no known relations to [Marion Cotillard]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,
"Determine which option can be inferred from the given Sentence.  Sentence: [Samudio] was described by the newspaper as '' a student , model and [pornographic film actress] . '' Options: A. [Samudio] is a [pornographic film actress] B. [Samudio] has no known relations to [pornographic film actress]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: The Regional Plan for the Yangtze River Delta has been approved by [China] 's State Council , or cabinet , the National Development and Reform Commission ( [NDRC] ) , China 's top economic planner , said Monday . Options: A. [NDRC] has the member [China] B. [NDRC] is the member of [China] C. [NDRC] has the parent company [China] D. [NDRC] has a headquarter in the country [China] E. [NDRC] has no known relations to [China]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D', 'E']","{'A': 'org:members', 'B': 'org:member_of', 'C': 'org:parents', 'D': 'org:country_of_headquarters', 'E': 'no_relation'}",org:country_of_headquarters,
"Determine which option can be inferred from the given Sentence.  Sentence: * Sen Benjamin Cardin : * DC office : Phone : 202-224-4524 Fax 202-224-1651 Baltimore office : Phone 410-962-4436 Fax 410-962-4156 Bowie office : Phone : 301-860-0414 Fax 301-860-0416 Salisbury office : Phone : 410-546-4250 Fax 410-546-4252 [Tim Carpenter] [PDA] National Director Peace , Mike Hersh PDA Maryland State Coordinator If passed , a war with Iran could be right around the corner . Options: A. [PDA] has the high level member [Tim Carpenter] B. [PDA] was founded by [Tim Carpenter] C. [PDA] has shares hold in [Tim Carpenter] D. [PDA] has no known relations to [Tim Carpenter]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
"Determine which option can be inferred from the given Sentence.  Sentence: She said [Ruben van Assouw] had travelling with his brother Enzo , 11 , mother [Trudy] , 41 , and father Patrick , 40 , after a South African safari to celebrate the couple 's copper wedding anniversary -- marked in the Netherlands after 125 years . Options: A. [Ruben van Assouw] has the alternate name [Trudy] B. [Ruben van Assouw] is the spouse of [Trudy] C. [Ruben van Assouw] has the parent [Trudy] D. [Ruben van Assouw] is the parent of [Trudy] E. [Ruben van Assouw] is the siblings of [Trudy] F. [Ruben van Assouw] is the other family member of [Trudy] G. [Ruben van Assouw] has no known relations to [Trudy]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",per:parents,
"Determine which option can be inferred from the given Sentence.  Sentence: '' It 's not just the death , but the nature of it , the brutality of it , the violence and the great sorrow it 's brought everyone , '' the [63-year-old] [woman] said during her testimony in a Perugia courtroom . Options: A. [woman] has the age [63-year-old] B. [woman] has no known relations to [63-year-old]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",per:age,
"Determine which option can be inferred from the given Sentence.  Sentence: Denaro said he fears that could lead to Kauffmann 's extradition back to [Venezuela] , where [he] is considered a political enemy . Options: A. [he] was born in the country [Venezuela] B. [he] has the nationality [Venezuela] C. [he] died in the country [Venezuela] D. [he] lives in the country [Venezuela] E. [he] has no known relations to [Venezuela]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D', 'E']","{'A': 'per:country_of_birth', 'B': 'per:origin', 'C': 'per:country_of_death', 'D': 'per:countries_of_residence', 'E': 'no_relation'}",per:countries_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: The annual inbound tourist arrival in China will surpass 163 million in the next three years , according to a report issued by the [Pacific Asia Travel Association] ( [PATA] ) on Thursday . Options: A. [Pacific Asia Travel Association] is also known as [PATA] B. [Pacific Asia Travel Association] has the member [PATA] C. [Pacific Asia Travel Association] is the member of [PATA] D. [Pacific Asia Travel Association] owns [PATA] E. [Pacific Asia Travel Association] has the parent company [PATA] F. [Pacific Asia Travel Association] has shares hold in [PATA] G. [Pacific Asia Travel Association] has no known relations to [PATA]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: The other man charged with [killing] Aquash , Fritz [Arlo Looking Cloud] , received a mandatory life sentence in 2004 after a federal jury in Rapid City convicted him . Options: A. [Arlo Looking Cloud] is convicted of [killing] B. [Arlo Looking Cloud] has no known relations to [killing]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:charges', 'B': 'no_relation'}",per:charges,
"Determine which option can be inferred from the given Sentence.  Sentence: [Wen Qiang] , 54 , the former head of the judiciary in the southwestern [Chongqing] region and also an ex-deputy police chief , was sentenced to death in April for charges including rape and taking bribes to protect criminal gangs . Options: A. [Wen Qiang] was born in the city [Chongqing] B. [Wen Qiang] died in the city [Chongqing] C. [Wen Qiang] lives in the city [Chongqing] D. [Wen Qiang] has no known relations to [Chongqing]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C', 'D']","{'A': 'per:city_of_birth', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'no_relation'}",per:cities_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: [Italian] Red Cross worker [Eugenio Vagni] was freed by his kidnappers early Sunday in the restive southern Philippines , the military said . Options: A. [Eugenio Vagni] has the nationality [Italian] B. [Eugenio Vagni] lives in the country [Italian] C. [Eugenio Vagni] has no known relations to [Italian]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C']","{'A': 'per:origin', 'B': 'per:countries_of_residence', 'C': 'no_relation'}",per:origin,
"Determine which option can be inferred from the given Sentence.  Sentence: Many did default , including [Prachai] , the founder of [Thai Petrochemical Industry] , to the tune of US$ 2.7 billion . Options: A. [Thai Petrochemical Industry] has the high level member [Prachai] B. [Thai Petrochemical Industry] was founded by [Prachai] C. [Thai Petrochemical Industry] has shares hold in [Prachai] D. [Thai Petrochemical Industry] has no known relations to [Prachai]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:founded_by,
"Determine which option can be inferred from the given Sentence.  Sentence: Dr. [Frank Baldino Jr.] who founded the pharmaceutical company [Cephalon] , best known for the drug Provigil , which is used to increase alertness , died Thursday in Philadelphia . Options: A. [Frank Baldino Jr.] studied in [Cephalon] B. [Frank Baldino Jr.] is the employee of [Cephalon] C. [Frank Baldino Jr.] has no known relations to [Cephalon]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
"Determine which option can be inferred from the given Sentence.  Sentence: He is also survived by his parents and a sister , [Karen Lange] , of Washington , and a brother , [Adam Lange] , of St. Louis . Options: A. [Karen Lange] has the alternate name [Adam Lange] B. [Karen Lange] is the spouse of [Adam Lange] C. [Karen Lange] has the parent [Adam Lange] D. [Karen Lange] is the parent of [Adam Lange] E. [Karen Lange] is the siblings of [Adam Lange] F. [Karen Lange] is the other family member of [Adam Lange] G. [Karen Lange] has no known relations to [Adam Lange]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",per:siblings,
"Determine which option can be inferred from the given Sentence.  Sentence: RIO DE JANEIRO , Dec 7 , 2010 ( AFP ) Judge Marco Couto pronounced the sentence against the soccer star , who in July was formally charged with the kidnap and [murder] of 25-year-old [Eliza Samudio] . Options: A. [Eliza Samudio] died because of [murder] B. [Eliza Samudio] has no known relations to [murder]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:cause_of_death', 'B': 'no_relation'}",per:cause_of_death,
"Determine which option can be inferred from the given Sentence.  Sentence: Prosecutors say Lo Piccolo , who is from Palermo , was vying to become Cosa Nostra 's unchallenged top boss , pitted against another fugitive , [Matteo Messina Denaro] , a younger boss from the city of Trapani , in western [Sicily] . Options: A. [Matteo Messina Denaro] has the nationality [Sicily] B. [Matteo Messina Denaro] died in the city [Sicily] C. [Matteo Messina Denaro] lives in the city [Sicily] D. [Matteo Messina Denaro] has no known relations to [Sicily]  Which option can be inferred from the given Sentence? Option:",,"['A', 'B', 'C', 'D']","{'A': 'per:origin', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'no_relation'}",per:stateorprovinces_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: The initial offering of AIA raised $ 17.8 billion for AIG , while the sale of [ALICO] to [MetLife] reaped about $ 15.5 billion . Options: A. [ALICO] is also known as [MetLife] B. [ALICO] has the member [MetLife] C. [ALICO] is the member of [MetLife] D. [ALICO] owns [MetLife] E. [ALICO] has the parent company [MetLife] F. [ALICO] has shares hold in [MetLife] G. [ALICO] has no known relations to [MetLife]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:parents,
"Determine which option can be inferred from the given Sentence.  Sentence: '' It 's December and there 's no need for heating , '' enthused Piano , whose most famous projects include the Pompidou Centre in Paris , Kansai International Airport in Osaka , Japan , and the [Menil Collection] in Houston , [Texas] . Options: A. [Menil Collection] is the member of [Texas] B. [Menil Collection] has a headquarter in the state or province [Texas] C. [Menil Collection] has no known relations to [Texas]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'org:member_of', 'B': 'org:stateorprovince_of_headquarters', 'C': 'no_relation'}",org:stateorprovince_of_headquarters,
"Determine which option can be inferred from the given Sentence.  Sentence: In the same court trial , [Wen] 's wife [Zhou Xiaoya] was also given jail terms of eight years after being convicted of taking advantage of her husband 's official position and taking bribes totaling 449 million yuan with Wen . Options: A. [Wen] has the alternate name [Zhou Xiaoya] B. [Wen] is the spouse of [Zhou Xiaoya] C. [Wen] has the parent [Zhou Xiaoya] D. [Wen] is the parent of [Zhou Xiaoya] E. [Wen] is the siblings of [Zhou Xiaoya] F. [Wen] is the other family member of [Zhou Xiaoya] G. [Wen] has no known relations to [Zhou Xiaoya]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",per:spouse,
"Determine which option can be inferred from the given Sentence.  Sentence: U.S. Immigration and Customs Enforcement agents seized documents and other materials at the Koch Foods plant and at [Koch Foods Inc.] 's [Chicago] area headquarters , said Brian Moskowitz , a special agent in charge of ICE enforcement for Ohio and Michigan . Options: A. [Koch Foods Inc.] has a headquarter in the city [Chicago] B. [Koch Foods Inc.] has no known relations to [Chicago]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'org:city_of_headquarters', 'B': 'no_relation'}",org:city_of_headquarters,
"Determine which option can be inferred from the given Sentence.  Sentence: [John Dossett] , a lawyer for the Washington-based [National Congress of American Indians] , called the group '' just a total sham '' and compared its membership offer to spam e-mail solicitations . Options: A. [National Congress of American Indians] has the high level member [John Dossett] B. [National Congress of American Indians] was founded by [John Dossett] C. [National Congress of American Indians] has shares hold in [John Dossett] D. [National Congress of American Indians] has no known relations to [John Dossett]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",no_relation,
"Determine which option can be inferred from the given Sentence.  Sentence: Ivory Coast 's new U.N. [ambassador] , Youssoufou Bamba , said he is worried about [his] country 's future and is consulting with members of the Security Council ahead of a meeting next week on ways to help Ouattara assume power . Options: A. [his] is a [ambassador] B. [his] has no known relations to [ambassador]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: An optimistic outlook from troubled US mortgage giant [Countrywide Financial] on Friday , coupled with expectations for a [US] rate cut on Wednesday , raised hopes that the fallout from the US housing woes is easing , dealers said . Options: A. [Countrywide Financial] has the member [US] B. [Countrywide Financial] is the member of [US] C. [Countrywide Financial] has the parent company [US] D. [Countrywide Financial] has a headquarter in the country [US] E. [Countrywide Financial] has no known relations to [US]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D', 'E']","{'A': 'org:members', 'B': 'org:member_of', 'C': 'org:parents', 'D': 'org:country_of_headquarters', 'E': 'no_relation'}",org:country_of_headquarters,
"Determine which option can be inferred from the given Sentence.  Sentence: Guardian Unlimited '' Too many Americans , whites and even some blacks , think that the playing field has indeed levelled , '' said [Marc Morial] , president and CEO of the [National Urban League] . Options: A. [National Urban League] has the high level member [Marc Morial] B. [National Urban League] was founded by [Marc Morial] C. [National Urban League] has shares hold in [Marc Morial] D. [National Urban League] has no known relations to [Marc Morial]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
"Determine which option can be inferred from the given Sentence.  Sentence: Dutch newspaper Babants Dagblad said the boy was probably Ruben van Assouw from Tilburg in the southern Netherlands who had been on safari in South Africa with [his] mother Trudy , 41 , father [Patrick] , 40 , and his brother Enzo , 11 . Options: A. [his] has the alternate name [Patrick] B. [his] is the spouse of [Patrick] C. [his] has the parent [Patrick] D. [his] is the parent of [Patrick] E. [his] is the siblings of [Patrick] F. [his] is the other family member of [Patrick] G. [his] has no known relations to [Patrick]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",per:parents,
"Determine which option can be inferred from the given Sentence.  Sentence: The Chongqing Municipal Higher People 's Court rejected the appeal from [Wen Qiang] , [55] , who was convicted of taking bribes worth millions from gang members while he was director of the Chongqing Municipal Judicial Bureau , a report on the court 's website said . Options: A. [Wen Qiang] has the age [55] B. [Wen Qiang] has no known relations to [55]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",per:age,
"Determine which option can be inferred from the given Sentence.  Sentence: Prosecutors asked Thursday for a six-month prison term for [US] missionary [Laura Silsby] , who was arrested trying to leave Haiti with 33 children following the devastating January earthquake that hit the country . Options: A. [Laura Silsby] was born in the country [US] B. [Laura Silsby] has the nationality [US] C. [Laura Silsby] died in the country [US] D. [Laura Silsby] lives in the country [US] E. [Laura Silsby] has no known relations to [US]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D', 'E']","{'A': 'per:country_of_birth', 'B': 'per:origin', 'C': 'per:country_of_death', 'D': 'per:countries_of_residence', 'E': 'no_relation'}",per:countries_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: U.S. Immigration and Customs Enforcement agents seized documents and other materials at the [Koch Foods] plant and at [Koch Foods Inc.] 's Chicago area headquarters , said Brian Moskowitz , a special agent in charge of ICE enforcement for Ohio and Michigan . Options: A. [Koch Foods] is also known as [Koch Foods Inc.] B. [Koch Foods] has the member [Koch Foods Inc.] C. [Koch Foods] is the member of [Koch Foods Inc.] D. [Koch Foods] owns [Koch Foods Inc.] E. [Koch Foods] has the parent company [Koch Foods Inc.] F. [Koch Foods] has shares hold in [Koch Foods Inc.] G. [Koch Foods] has no known relations to [Koch Foods Inc.]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: '' Godmother '' [Xie Caiping] , 46 , allegedly ran 20 [illegal gambling] dens in hotels , nightclubs and tea houses , was involved in illegal drug activity , and bribed police to turn a blind eye to her crimes , earlier press reports said . Options: A. [Xie Caiping] is convicted of [illegal gambling] B. [Xie Caiping] has no known relations to [illegal gambling]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:charges', 'B': 'no_relation'}",per:charges,
"Determine which option can be inferred from the given Sentence.  Sentence: The missionaries ' leader [Laura Silsby] and Charisa Coulter remained in detention in [Port-au-Prince] because Saint-Vil wants to determine their motives for a trip to Haiti before the quake during which they visited an orphanage in the country 's north , Fleurant said . Options: A. [Laura Silsby] was born in the city [Port-au-Prince] B. [Laura Silsby] died in the city [Port-au-Prince] C. [Laura Silsby] lives in the city [Port-au-Prince] D. [Laura Silsby] has no known relations to [Port-au-Prince]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C', 'D']","{'A': 'per:city_of_birth', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'no_relation'}",per:cities_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: It added that in his book , Descent into Chaos , [Pakistani] journalist , [Ahmed Rashid] says hundreds , perhaps as many as 1,000 ISI officers , Taliban commanders , and foot soldiers belonging to the IMU ( Islamic Movement of Uzbekistan ) and al - Qaida personnel boarded the planes . Options: A. [Ahmed Rashid] has the nationality [Pakistani] B. [Ahmed Rashid] lives in the country [Pakistani] C. [Ahmed Rashid] has no known relations to [Pakistani]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C']","{'A': 'per:origin', 'B': 'per:countries_of_residence', 'C': 'no_relation'}",per:origin,
"Determine which option can be inferred from the given Sentence.  Sentence: It traveled to Rice University , where [de Menil] and his wife , Dominique de Menil , who later founded the [Menil Collection] , ran the art museum . Options: A. [Menil Collection] has the high level member [de Menil] B. [Menil Collection] was founded by [de Menil] C. [Menil Collection] has shares hold in [de Menil] D. [Menil Collection] has no known relations to [de Menil]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:founded_by,
"Determine which option can be inferred from the given Sentence.  Sentence: [Adela Dworin] , president of Havana 's Temple Beth Shalom and Cuba 's largest Jewish organization , the [Jewish Community House] , told The Associated Press it 's possible Gross came to the center as one of hundreds of foreign visitors it receives each year . Options: A. [Adela Dworin] studied in [Jewish Community House] B. [Adela Dworin] is the employee of [Jewish Community House] C. [Adela Dworin] has no known relations to [Jewish Community House]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
"Determine which option can be inferred from the given Sentence.  Sentence: [Wayne A. Holst] , formerly from Ontario but a proud [Albertan] for almost three decades , teaches at the University of Calgary and at St. David 's United Church . Options: A. [Wayne A. Holst] has the nationality [Albertan] B. [Wayne A. Holst] died in the city [Albertan] C. [Wayne A. Holst] lives in the city [Albertan] D. [Wayne A. Holst] has no known relations to [Albertan]  Which option can be inferred from the given Sentence? Option:",,"['A', 'B', 'C', 'D']","{'A': 'per:origin', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'no_relation'}",per:stateorprovinces_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: '' She has been like that ever since someone told [her] she will never get the kids back , '' said her husband , [Dieulifanne Desilien] , who works in a T-shirt factory . Options: A. [her] has the alternate name [Dieulifanne Desilien] B. [her] is the spouse of [Dieulifanne Desilien] C. [her] has the parent [Dieulifanne Desilien] D. [her] is the parent of [Dieulifanne Desilien] E. [her] is the siblings of [Dieulifanne Desilien] F. [her] is the other family member of [Dieulifanne Desilien] G. [her] has no known relations to [Dieulifanne Desilien]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",per:spouse,
"Determine which option can be inferred from the given Sentence.  Sentence: [Chicago] research firm [Shoppertrak] , which tallies sales in more than 70,000 retail outlets across the country , said the total was still a record for the day . Options: A. [Shoppertrak] has a headquarter in the city [Chicago] B. [Shoppertrak] has no known relations to [Chicago]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'org:city_of_headquarters', 'B': 'no_relation'}",org:city_of_headquarters,
Determine which option can be inferred from the given Sentence.  Sentence: Abelard was the only one who did n't seem to mind ; [he] was content to sit in the bar and moon over [Heloise] . Options: A. [Heloise] has the alternate name [he] B. [Heloise] is the spouse of [he] C. [Heloise] has the parent [he] D. [Heloise] is the parent of [he] E. [Heloise] is the siblings of [he] F. [Heloise] is the other family member of [he] G. [Heloise] has no known relations to [he]  Which option can be inferred from the given Sentence? Option:,G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,
"Determine which option can be inferred from the given Sentence.  Sentence: '' We - Israeli Soldiers - were put there to punish the Palestinians '' , says [Ilan Vilenda] , an Israeli [soldier] who served in Rafah during the first Intifada . Options: A. [Ilan Vilenda] is a [soldier] B. [Ilan Vilenda] has no known relations to [soldier]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: This was in addition to 462 houses funded by the Chinese Red Cross Society , the [China Charity Federation] , the Macao Red Cross and other non-governmental organizations in [China] . Options: A. [China Charity Federation] has the member [China] B. [China Charity Federation] is the member of [China] C. [China Charity Federation] has the parent company [China] D. [China Charity Federation] has a headquarter in the country [China] E. [China Charity Federation] has no known relations to [China]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D', 'E']","{'A': 'org:members', 'B': 'org:member_of', 'C': 'org:parents', 'D': 'org:country_of_headquarters', 'E': 'no_relation'}",org:country_of_headquarters,
